facility_name,odhf_facility_type,latitude,longitude
Sussex Health Centre / Centre De Sant- De Sussex,Ambulatory health care services,45.726658,-65.490043
The Moncton Hospital,Hospitals,46.104977,-64.80615
The Moncton Hospital / L-h-pital De Moncton,Hospitals,46.105744,-64.805127
The Stan Cassidy Centre For Rehabilitation,Nursing and residential care facilities,45.9374307,-66.6529383
Tobique Valley Community Health Centre,Hospitals,46.8910194,-67.397851
Tracadie Hospital / H-pital De Tracadie,Hospitals,47.51235,-64.906321
Upper River Valley Hospital,Hospitals,46.283593,-67.571154
Upper River Valley Hospital / H-pital Du Haut De La Vall-e,Hospitals,46.283518,-67.571068
Workers' Rehabilitation Centre,Nursing and residential care facilities,45.2979544,-66.1938769
A.m. Guy Memorial Health Centre,Hospitals,48.824015,-56.857397
Baie Verte Peninsula Health Centre,Hospitals,49.9256663,-56.221936
Bay D'espoir Community Health Centre,Ambulatory health care services,47.877254,-55.844996
Bell Place Community Health Centre,Ambulatory health care services,48.9592291,-54.6187879
Belleoram Community Health Centre,Ambulatory health care services,47.52454,-55.411677
Bonavista Peninsula Community Health Centre,Hospitals,48.647676,-53.106419
Bonavista Peninsula Health Centre,Hospitals,48.646578,-53.108451
Bonne Bay Health Centre,Hospitals,49.470386,-58.126394
Brookfield/bonnews Health Centre,Hospitals,49.13469,-53.590632
Burin Peninsula Health Care Centre,Ambulatory health care services,47.0799052,-55.1924421
Calder Health Care Centre,Hospitals,47.613264,-57.622844
Captain William Jackman Memorial Hospital,Hospitals,52.949224,-66.913417
Carbonear General Hospital,Hospitals,47.7252563,-53.2265711
Central Health Regional Office,,48.930504,-55.662127
Central Newfoundland Regional Health Centre,Hospitals,48.932557,-55.647952
Centreville Community Health Centre,Ambulatory health care services,49.022072,-53.891758
Connaigre Peninsula Community Health Centre,Hospitals,47.477569,-55.807156
Connaigre Peninsula Health Centre,Hospitals,47.468051,-55.827481
Dr. A. A. Wilkinson Memorial Health Centre,Hospitals,48.076266,-52.999593
Dr. A.a. Wilkinson Memorial Hospital,Hospitals,48.071724,53.00508
Dr. Brian Adams Memorial Community Health Centre,Ambulatory health care services,48.786982,-54.210981
Dr. C.v. Smith Memorial Community Health Centre,Ambulatory health care services,48.673359,-54.019229
Dr. Charles L. Legrow Health Centre,Hospitals,47.588959,-59.162949
Dr. Charles S. Curtis Memorial Hospital,Hospitals,51.362436,-55.586989
Dr. G.b. Cross Memorial Hospital,Hospitals,48.1649933,-53.9844029
Dr. Walter Templeman Health Care Centre,Hospitals,47.645878,-52.946948
Dr. Wm H. Newhook Community Health Centre,Ambulatory health care services,47.4179017,-53.5242792
Eastport Community Health Centre,Ambulatory health care services,48.652814,-53.772084
Exploits Community Health Centre,Ambulatory health care services,49.14989795,-55.34523481
Fogo Island Health Centre,Hospitals,49.6655689,-54.2245912
"General Hospital, Health Sciences Centre",Hospitals,47.56635,-52.746244
Grand Falls-windsor Community Health Centre,Ambulatory health care services,48.9551593,-55.6489109
Green Bay Community Health Centre,Hospitals,49.507969,-56.047566
Green Bay Health Centre,Hospitals,49.505774,-56.053543
Health Sciences Centre - General Hospital,Hospitals,47.5718074,-52.74187758
James Paton Memorial Regional Health Centre,Hospitals,48.95607,-54.628799
Janeway Children's Health And Rehabilitation Centre,Nursing and residential care facilities,47.572666,-52.742467
Labrador Health Centre,Hospitals,53.296639,-60.341373
Labrador South Health Centre,Hospitals,51.473905,-56.960103
Labrador West Health Centre,Ambulatory health care services,52.950351,-66.936169
Labrador-grenfell Health,Hospitals,52.948396,-66.91316
Lewisporte Community Health Center,Ambulatory health care services,49.2674445,-55.0285778
Lewisporte Health Centre,Ambulatory health care services,49.247869,-55.0690294
Mose Ambrose Community Health Centre,Ambulatory health care services,47.465085,-55.508624
New World Island Community Health Centre,Ambulatory health care services,49.512986,-54.775389
Notre Dame Bay Memorial Health Centre,Hospitals,49.653287,-54.757129
Placentia Health Centre,Ambulatory health care services,47.238992,-53.964533
Rufus Guinchard Health Care Centre,Hospitals,50.649633,-57.305352
Rufus Guinchard Health Centre,Ambulatory health care services,50.64966,-57.30538
Sir Thomas Roddick Hospital,Hospitals,48.559658,-58.552607
St. Alban's Community Health Centre,Ambulatory health care services,49.221526,-55.058038
St. Clare's Mercy Hospital,Hospitals,47.557926,-52.72165
The Dr. Leonard A. Miller Centre,Nursing and residential care facilities,47.576217,-52.695163
U.s. Memorial Health Centre,Hospitals,46.930187,-55.39905
Waterford Hospital,Hospitals,47.5296172,-52.7420607
Western Memorial Regional Hospital,Hospitals,48.9485018,-57.9305905
White Bay Central Health Centre,Hospitals,50.868696,-56.117025
Aberdeen Hospital,Ambulatory health care services,45.572868,-62.642863
Aberdeen Hospital - New Glasgow,Hospitals,45.573042,-62.642895
Alderwood,Nursing and residential care facilities,46.09560382,-60.7655569
All Saints Springhill Hospital,Hospitals,45.65028,-64.0501
Annapolis Community Health Centre,Hospitals,44.7366188,-65.5018643
Annapolis Royal Nursing Home Limited,Nursing and residential care facilities,44.73538941,-65.50017693
Arborstone Enhanced Care,Nursing and residential care facilities,44.6328756,-63.60822714
Au Logis D'meteghan Ltd.,Nursing and residential care facilities,44.19395069,-66.1529628
Bay Side Home Corporation,Nursing and residential care facilities,43.54844926,-65.59817351
Bayview Memorial Health Centre,Nursing and residential care facilities,45.3462119,-64.79483503
Bissett Court,Nursing and residential care facilities,44.67789912,-63.49031476
Blomidon Court,Nursing and residential care facilities,45.07640112,-64.40682884
Buchanan Memorial Community Health Centre,Hospitals,46.81057,-60.334327
Buchanan Memorial Hospital,Hospitals,46.810706,-60.334216
Canadian Forces Health Services Centre - Atlantic,Hospitals,44.659385,-63.590703
Canso Seaside Manor,Nursing and residential care facilities,45.33262821,-60.98400465
Cape Breton Healthcare Complex,Hospitals,46.116816,-60.170239
Cape Breton Regional Health Care Complex,Ambulatory health care services,46.11301583,-60.17413362
Cape Breton Regional Hospital,Hospitals,46.113409,-60.174263
Carefield Manor Ltd,Nursing and residential care facilities,46.1708223,-60.1673939
Cedarstone Enhanced Care Limited,Nursing and residential care facilities,45.35048296,-63.27590922
Celtic Court,Nursing and residential care facilities,46.12197357,-60.19465838
Centennial Villa,Nursing and residential care facilities,45.82402994,-64.18990713
Chignecto Manor,Nursing and residential care facilities,45.33572452,-64.77821416
Clarmar Residential Care Facility,Nursing and residential care facilities,44.68353015,-63.53262551
Cobequid Community Health Centre,Hospitals,44.757207,-63.658994
Colchester East Hants Health Centre,Ambulatory health care services,45.349105,-63.303475
Colchester Regional Hospital,Hospitals,45.3570969,-63.2928819
Cumberland Regional Health Care Centre,Hospitals,45.8041086,-64.1968995
Dartmouth General Hospital,Hospitals,44.6539875,-63.5476214
Debert Court,Nursing and residential care facilities,45.43524004,-63.45367776
Digby General Hospital,Hospitals,44.616534,-65.761667
Dominion Community Guest Home,Nursing and residential care facilities,46.21071558,-60.02235419
Dutch Brook Guest Home,Nursing and residential care facilities,46.05163944,-60.20140324
Dykeland Lodge,Nursing and residential care facilities,44.9797639,-64.12698544
East Coast Forensic Hospital,Nursing and residential care facilities,44.72131801,-63.59190651
East Cumberland Lodge,Nursing and residential care facilities,45.85652617,-63.65756956
Eastern Kings Memorial Community Health Centre,Hospitals,45.08760375,-64.37074372
Eastern Memorial Hospital,Hospitals,45.3329637,-60.9838126
Eastern Shore Memorial,Hospitals,44.925852,-62.541326
Eastern Shore Memorial Hospital,Hospitals,44.920899,-62.532983
Elk Court,Nursing and residential care facilities,45.2580136,-63.2772736
Evergreen Home For Special Care,Nursing and residential care facilities,45.07629159,-64.54005837
Fishermen's Memorial Hospital,Hospitals,44.382276,-64.326952
Foyer Celeste Inc,Nursing and residential care facilities,44.18382208,-66.1695472
Foyer P-re Fiset,Nursing and residential care facilities,46.6235201,-61.0165357
Gables Lodge Limited,Nursing and residential care facilities,45.82493255,-64.18951872
Glace Bay Healthcare Facility,Hospitals,46.183211,-59.938572
Glasgow Hall - Parklands At The Lakes Limited,Nursing and residential care facilities,44.66571626,-63.53063283
Glen Haven Manor,Nursing and residential care facilities,45.57493525,-62.6439357
Grand View Manor,Nursing and residential care facilities,45.03538522,-64.72859639
Haliburton Place,Nursing and residential care facilities,44.98638355,-64.12037375
Hants Community Hospital,Hospitals,44.986514,-64.120414
Harbour View Facility,Nursing and residential care facilities,46.23474447,-60.22220735
Harbour View Haven,Nursing and residential care facilities,44.3770737,-64.30247321
Harbourstone Enhanced Care Limited,Nursing and residential care facilities,46.10704016,-60.21381807
Harbourview Lodge Continuing Care Centre,Nursing and residential care facilities,44.920405,-62.53265876
Heart Of The Valley - Long Term Care Centre,Nursing and residential care facilities,44.95050711,-65.06681003
High - Crest Home New Glasgow,Nursing and residential care facilities,45.58562993,-62.6418534
High - Crest Place,Nursing and residential care facilities,45.58571686,-62.64514469
High - Crest Sherbrooke Home For Special Care,Nursing and residential care facilities,45.14081795,-61.98116323
High - Crest Springhill Home For Special Care Ltd,Nursing and residential care facilities,45.649513,-64.0493362
Highland Crest Residential Care Facility,Nursing and residential care facilities,45.6176844,-61.99047184
Highland Manor,Nursing and residential care facilities,46.81096704,-60.32216494
Hillside Pines Home For Special Care,Nursing and residential care facilities,44.36887146,-64.52064795
Hillsview Acres,Nursing and residential care facilities,44.20916426,-64.86372431
Inverary Manor,Nursing and residential care facilities,46.22671368,-61.30384755
Inverness Consolidated Memorial Hospital,Hospitals,46.226968,-61.304843
Ivey's Terrace Nursing Home,Nursing and residential care facilities,45.62311588,-62.6314136
Ivy Meadows Continuing Care Centre,Nursing and residential care facilities,44.90232904,-63.71091493
Iwk Health Centre,Ambulatory health care services,44.637993,-63.583484
Karlaine Place,Nursing and residential care facilities,45.37554221,-63.25979318
Kings Regional Health & Regional Rehabilitation Centre,Nursing and residential care facilities,45.057382,-64.666718
Lillian Fraser Memorial Hospital,Hospitals,45.711524,-63.296239
Lohnes Rest Home,Nursing and residential care facilities,44.58428314,-64.64425866
Mahone Nursing Home,Nursing and residential care facilities,44.4477332,-64.3771694
Maple Hill Manor,Nursing and residential care facilities,46.24071186,-60.08543333
Maplestone Enhanced Care Limited,Nursing and residential care facilities,44.65374305,-63.64920759
Maritime Odd Fellows Home,Nursing and residential care facilities,45.67329614,-62.72274498
Mary's Abide-a-while Home Ltd,Nursing and residential care facilities,43.76568776,-65.32470646
Melville Gardens Nursing Home,Nursing and residential care facilities,44.63200392,-63.61463688
Melville Lodge,Nursing and residential care facilities,44.62956069,-63.61525121
Milford Haven Corporation,Nursing and residential care facilities,45.40211233,-61.50709367
Miner's Memorial Manor,Nursing and residential care facilities,46.23959752,-60.21829662
Mitchell's Rest Home,Nursing and residential care facilities,45.08188105,-63.64660355
Mountain Lea Lodge,Nursing and residential care facilities,44.84888674,-65.29260802
Musquodoboit Valley Home For Special Care Association,Nursing and residential care facilities,45.03997373,-63.13996247
Musquodoboit Valley Memorial Hospital,Hospitals,45.0404637,-63.1404927
My Cape Breton Home For Seniors - North Sydney,Nursing and residential care facilities,46.20477157,-60.26941415
My Cape Breton Home For Seniors - Sydney,Nursing and residential care facilities,46.11836193,-60.22143907
Nakile Home For Special Care,Nursing and residential care facilities,43.79122868,-65.86173664
New Visions Home For Seniors,Nursing and residential care facilities,45.03433004,-64.72327232
New Waterford Consolidated Hospital,Hospitals,46.240138,-60.085691
North Cumberland Memorial Hospital,Hospitals,45.856298,-63.65887
North Queens Nursing Home,Nursing and residential care facilities,44.37646364,-65.0148132
Northside Community Guest Home,Nursing and residential care facilities,46.19500767,-60.26263014
Northside General Hospital,Hospitals,46.218293,-60.235619
Northside General Hospital 4 East,Nursing and residential care facilities,46.21820836,-60.23555151
Northumberland Hall Continuing Care Residence,Nursing and residential care facilities,45.82921455,-64.18958683
Northwoodcare Bedford Incorporated- Christina & Hedley G. Ivany Place,Nursing and residential care facilities,44.72371655,-63.70626578
Northwoodcare Incorporated,Nursing and residential care facilities,44.65718076,-63.59204668
Nova Scotia Environmental Health Centre,Ambulatory health care services,44.809976,-63.605992
Nova Scotia Rehabilitation Centre,Nursing and residential care facilities,44.639724,-63.582158
Oakwood Terrace,Nursing and residential care facilities,44.65352971,-63.54451843
Ocean View Continuing Care Centre,Nursing and residential care facilities,44.60672388,-63.47021578
Olson's Glo Estate Home For Special Care,Nursing and residential care facilities,43.848349,-66.127733
Orchard Court Continuing Care Residence,Nursing and residential care facilities,45.07927263,-64.50264685
Parkstone Enhanced Care Limited,Nursing and residential care facilities,44.66338256,-63.67207336
